Name	Taxonomy in SILVA v123
RB_order31	Bacteria;Actinobacteria;MB-A2-108;NA
RB_order32	Bacteria;Actinobacteria;NA;NA
RB_order33	Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales
RB_order34	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales
RB_order35	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales
RB_order36	Bacteria;Actinobacteria;TakashiAC-B11;NA
RB_order37	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales
RB_order38	Bacteria;Actinobacteria;Thermoleophilia;NA
RB_order39	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
RB_order40	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales
RB_order41	Bacteria;Armatimonadetes;NA;NA
RB_order42	Bacteria;Atribacteria;Atribacteria_Incertae_Sedis;Unknown_Order
RB_order43	Bacteria;Bacteroidetes;Bacteroidetes_VC2.1_Bac22;NA
RB_order44	Bacteria;Bacteroidetes;Bacteroidetes_vadinHA17;NA
RB_order45	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
RB_order46	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_Incertae_Sedis
RB_order47	Bacteria;Bacteroidetes;Bacteroidia;NA
RB_order48	Bacteria;Bacteroidetes;Cytophagia;Cytophagales
RB_order49	Bacteria;Bacteroidetes;Cytophagia;NA
RB_order50	Bacteria;Bacteroidetes;Cytophagia;Order_II
RB_order51	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
RB_order52	Bacteria;Bacteroidetes;NA;NA
RB_order53	Bacteria;Bacteroidetes;SB-5;NA
RB_order54	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales
RB_order55	Bacteria;Bacteroidetes;WCHB1-32;NA
RB_order56	Bacteria;CKC4;NA;NA
RB_order57	Bacteria;Candidate_division_OP3;NA;NA
RB_order58	Bacteria;Candidate_division_SR1;NA;NA
RB_order59	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales
RB_order60	Bacteria;Chlorobi;Chlorobia;Chlorobiales
RB_order61	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales
RB_order62	Bacteria;Chlorobi;NA;NA
RB_order63	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales
RB_order64	Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales
RB_order65	Bacteria;Chloroflexi;Ardenticatenia;NA
RB_order66	Bacteria;Chloroflexi;Caldilineae;Caldilineales
RB_order67	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales
RB_order68	Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales
RB_order69	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales
RB_order70	Bacteria;Chloroflexi;Gitt-GS-136;NA
RB_order71	Bacteria;Chloroflexi;JG30-KF-CM66;NA
RB_order72	Bacteria;Chloroflexi;JG37-AG-4;NA
RB_order73	Bacteria;Chloroflexi;KD4-96;NA
RB_order74	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
RB_order75	Bacteria;Chloroflexi;Ktedonobacteria;NA
RB_order76	Bacteria;Chloroflexi;NA;NA
RB_order77	Bacteria;Chloroflexi;P2-11E;NA
RB_order78	Bacteria;Chloroflexi;S085;NA
RB_order79	Bacteria;Chloroflexi;SAR202_clade;NA
RB_order80	Bacteria;Chloroflexi;TK10;NA
RB_order81	Bacteria;Chloroflexi;Thermomicrobia;AKYG1722
RB_order82	Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45
RB_order83	Bacteria;Chloroflexi;Thermomicrobia;NA
RB_order84	Bacteria;Cloacimonetes;LNR_A2-18;NA
RB_order85	Bacteria;Cyanobacteria;Chloroplast;NA
RB_order86	Bacteria;Cyanobacteria;Cyanobacteria;NA
RB_order87	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI
RB_order88	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII
RB_order89	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII
RB_order90	Bacteria;Cyanobacteria;ML635J-21;NA
RB_order91	Bacteria;Cyanobacteria;Melainabacteria;Caenarcaniphilales
RB_order92	Bacteria;Cyanobacteria;Melainabacteria;Gastranaerophilales
RB_order93	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales
RB_order94	Bacteria;Cyanobacteria;Melainabacteria;Vampirovibrionales
RB_order95	Bacteria;Cyanobacteria;NA;NA
RB_order96	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales
RB_order97	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales
RB_order98	Bacteria;Deinococcus-Thermus;Deinococci;Thermales
RB_order99	Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales
RB_order100	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IIb
RB_order101	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IV
RB_order102	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_I_(Endomicrobia)
RB_order103	Bacteria;Elusimicrobia;Elusimicrobia;NA
RB_order104	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales
RB_order105	Bacteria;Firmicutes;Bacilli;Bacillales
RB_order106	Bacteria;Firmicutes;Bacilli;Lactobacillales
RB_order107	Bacteria;Firmicutes;Bacilli;NA
RB_order108	Bacteria;Firmicutes;Bacilli;RS-F29
RB_order109	Bacteria;Firmicutes;Clostridia;Clostridiales
RB_order110	Bacteria;Firmicutes;Clostridia;Halanaerobiales
RB_order111	Bacteria;Firmicutes;Clostridia;NA
RB_order112	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales
RB_order113	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales
RB_order114	Bacteria;Firmicutes;NA;NA
RB_order115	Bacteria;Firmicutes;Negativicutes;Selenomonadales
RB_order116	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales
RB_order117	Bacteria;Gemmatimonadetes;Gemmatimonadetes;AT425-EubC11_terrestrial_group
RB_order118	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11_terrestrial_group
RB_order119	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales
RB_order120	Bacteria;Gemmatimonadetes;Gemmatimonadetes;NA
RB_order121	Bacteria;Gemmatimonadetes;Gemmatimonadetes;S0134_terrestrial_group
RB_order122	Bacteria;Gracilibacteria;NA;NA
RB_order123	Bacteria;Hydrogenedentes;NA;NA
RB_order124	Bacteria;Latescibacteria;NA;NA
RB_order125	Bacteria;Lentisphaerae;Lentisphaerae_RFP12_gut_group;NA
RB_order126	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales
RB_order127	Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales
RB_order128	Bacteria;Lentisphaerae;WCHB1-25;NA
RB_order129	Bacteria;Microgenomates;NA;NA
RB_order130	Bacteria;Nitrospirae;Nitrospira;Nitrospirales
RB_order131	Bacteria;Omnitrophica;NPL-UPA2;NA
RB_order132	Bacteria;PAUC34f;NA;NA
RB_order133	Bacteria;Parcubacteria;NA;NA
RB_order134	Bacteria;Planctomycetes;NA;NA
RB_order135	Bacteria;Planctomycetes;OM190;NA
RB_order136	Bacteria;Planctomycetes;Phycisphaerae;CPla-3_termite_group
RB_order137	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales
RB_order138	Bacteria;Planctomycetes;Phycisphaerae;WD2101_soil_group
RB_order139	Bacteria;Planctomycetes;Pla4_lineage;NA
RB_order140	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales
RB_order141	Bacteria;Planctomycetes;vadinHA49;NA
RB_order142	Bacteria;Proteobacteria;ARKDMS-49;NA
RB_order143	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales
RB_order144	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14
RB_order145	Bacteria;Proteobacteria;Alphaproteobacteria;NA
RB_order146	Bacteria;Proteobacteria;Alphaproteobacteria;OCS116_clade
RB_order147	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
RB_order148	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
RB_order149	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
RB_order150	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales
RB_order151	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales
RB_order152	Bacteria;Proteobacteria;Betaproteobacteria;B1-7BS
RB_order153	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
RB_order154	Bacteria;Proteobacteria;Betaproteobacteria;DR-16
RB_order155	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales
RB_order156	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales
RB_order157	Bacteria;Proteobacteria;Betaproteobacteria;NA
RB_order158	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales
RB_order159	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales
RB_order160	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales
RB_order161	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84
RB_order162	Bacteria;Proteobacteria;Betaproteobacteria;TRA3-20
RB_order163	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R
RB_order164	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales
RB_order165	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales
RB_order166	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales
RB_order167	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales
RB_order168	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales
RB_order169	Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30
RB_order170	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
RB_order171	Bacteria;Proteobacteria;Deltaproteobacteria;NA
RB_order172	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales
RB_order173	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324_clade(Marine_group_B)
RB_order174	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales
RB_order175	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales
RB_order176	Bacteria;Proteobacteria;Epsilonproteobacteria;NA
RB_order177	Bacteria;Proteobacteria;Gammaproteobacteria;34P16
RB_order178	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales
RB_order179	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales
RB_order180	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales
RB_order181	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
RB_order182	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales
RB_order183	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26_marine_group
RB_order184	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales
RB_order185	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade
RB_order186	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales
RB_order187	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales
RB_order188	Bacteria;Proteobacteria;Gammaproteobacteria;NA
RB_order189	Bacteria;Proteobacteria;Gammaproteobacteria;NKB5
RB_order190	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales
RB_order191	Bacteria;Proteobacteria;Gammaproteobacteria;Orbales
RB_order192	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales
RB_order193	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales
RB_order194	Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154
RB_order195	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales
RB_order196	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales
RB_order197	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales
RB_order198	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales
RB_order199	Bacteria;Proteobacteria;JTB23;NA
RB_order200	Bacteria;Proteobacteria;NA;NA
RB_order201	Bacteria;Proteobacteria;SC3-20;NA
RB_order202	Bacteria;Proteobacteria;TA18;NA
RB_order203	Bacteria;RsaHF231;NA;NA
RB_order204	Bacteria;SHA-109;NA;NA
RB_order205	Bacteria;SM2F11;NA;NA
RB_order206	Bacteria;Saccharibacteria;NA;NA
RB_order207	Bacteria;Saccharibacteria;Unknown_Class;Unknown_Order
RB_order208	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales
RB_order209	Bacteria;Synergistetes;Synergistia;Synergistales
RB_order210	Bacteria;TM6;NA;NA
RB_order211	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales
RB_order212	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales
RB_order213	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales
RB_order214	Bacteria;Tenericutes;Mollicutes;Mollicutes_Incertae_Sedis
RB_order215	Bacteria;Tenericutes;Mollicutes;Mollicutes_RF9
RB_order216	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales
RB_order217	Bacteria;Tenericutes;Mollicutes;NA
RB_order218	Bacteria;Tenericutes;Mollicutes;NB1-n
RB_order219	Bacteria;Thermotogae;Thermotogae;Thermotogales
RB_order220	Bacteria;Verrucomicrobia;NA;NA
RB_order221	Bacteria;Verrucomicrobia;OPB35_soil_group;NA
RB_order222	Bacteria;Verrucomicrobia;Opitutae;NA
RB_order223	Bacteria;Verrucomicrobia;Opitutae;Opitutae_vadinHA64
RB_order224	Bacteria;Verrucomicrobia;Opitutae;Opitutales
RB_order225	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales
RB_order226	Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales
RB_order227	Bacteria;Verrucomicrobia;UA11;NA
RB_order228	Bacteria;Verrucomicrobia;Verrucomicrobia_Incertae_Sedis;Unknown_Order
RB_order229	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales
RB_order230	Bacteria;WCHB1-60;NA;NA
RB_genus1	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Bryocella
RB_genus2	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Candidatus_Koribacter
RB_genus3	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Edaphobacter
RB_genus4	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);NA
RB_genus5	Bacteria;Acidobacteria;Acidobacteria;Subgroup_2;NA;NA
RB_genus6	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;GOUTB8;NA
RB_genus7	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;NA;NA
RB_genus8	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;PAUC26f;NA
RB_genus9	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;SJA-149;NA
RB_genus10	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;Unknown_Family;Bryobacter
RB_genus11	Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;Unknown_Family;Candidatus_Solibacter
RB_genus12	Bacteria;Acidobacteria;Acidobacteria;Subgroup_4;11-24;NA
RB_genus13	Bacteria;Acidobacteria;Acidobacteria;Subgroup_4;DS-100;NA
RB_genus14	Bacteria;Acidobacteria;Acidobacteria;Subgroup_4;NA;NA
RB_genus15	Bacteria;Acidobacteria;Acidobacteria;Subgroup_4;RB41;NA
RB_genus16	Bacteria;Acidobacteria;Acidobacteria;Subgroup_4;Unknown_Family;Blastocatella
RB_genus17	Bacteria;Acidobacteria;Acidobacteria;Subgroup_5;NA;NA
RB_genus18	Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;NA;NA
RB_genus19	Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix
RB_genus20	Bacteria;Acidobacteria;Holophagae;NA;NA;NA
RB_genus21	Bacteria;Acidobacteria;Holophagae;Subgroup_10;ABS-19;NA
RB_genus22	Bacteria;Acidobacteria;Holophagae;Subgroup_10;NA;NA
RB_genus23	Bacteria;Acidobacteria;Holophagae;Subgroup_10;Sva0725;NA
RB_genus24	Bacteria;Acidobacteria;Holophagae;Subgroup_7;NA;NA
RB_genus25	Bacteria;Acidobacteria;NA;NA;NA;NA
RB_genus26	Bacteria;Acidobacteria;Subgroup_22;NA;NA;NA
RB_genus27	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29_marine_group
RB_genus28	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Illumatobacter
RB_genus29	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA
RB_genus30	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales_Incertae_Sedis;Candidatus_Microthrix
RB_genus31	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia
RB_genus32	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;NA;NA
RB_genus33	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1_clade;NA
RB_genus34	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996_marine_group;NA
RB_genus35	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
RB_genus36	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinotignum
RB_genus37	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium
RB_genus38	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus
RB_genus39	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;NA
RB_genus40	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella
RB_genus41	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum
RB_genus42	Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
RB_genus43	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia
RB_genus44	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia
RB_genus45	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
RB_genus46	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
RB_genus47	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Metascardovia
RB_genus48	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA
RB_genus49	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia
RB_genus50	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Pseudoscardovia
RB_genus51	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia
RB_genus52	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
RB_genus53	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium_1
RB_genus54	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;NA
RB_genus55	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Turicella
RB_genus56	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia
RB_genus57	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
RB_genus58	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;NA;NA
RB_genus59	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia
RB_genus60	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;NA
RB_genus61	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia
RB_genus62	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus
RB_genus63	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia
RB_genus64	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae;Tsukamurella
RB_genus65	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus
RB_genus66	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium
RB_genus67	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Fodinicola
RB_genus68	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia
RB_genus69	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans
RB_genus70	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus
RB_genus71	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Geodermatophilus
RB_genus72	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Modestobacter
RB_genus73	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;NA
RB_genus74	Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA
RB_genus75	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella
RB_genus76	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus_Planktophila
RB_genus77	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;NA
RB_genus78	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya
RB_genus79	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade
RB_genus80	Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;NA
RB_genus81	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter
RB_genus82	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus
RB_genus83	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia
RB_genus84	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA
RB_genus85	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera
RB_genus86	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Beutenbergiaceae;NA
RB_genus87	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia
RB_genus88	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium
RB_genus89	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
RB_genus90	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;NA
RB_genus91	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Tropheryma
RB_genus92	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Demequina
RB_genus93	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;NA
RB_genus94	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium
RB_genus95	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Dermabacter
RB_genus96	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus
RB_genus97	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Kytococcus
RB_genus98	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae;Mobilicoccus
RB_genus99	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Aquipuribacter
RB_genus100	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Arsenicicoccus
RB_genus101	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Janibacter
RB_genus102	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Knoellia
RB_genus103	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;NA
RB_genus104	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinibacter
RB_genus105	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium
RB_genus106	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus
RB_genus107	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Serinicoccus
RB_genus108	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter
RB_genus109	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Tetrasphaera
RB_genus110	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces
RB_genus111	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Limnoluna
RB_genus112	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Rhodoluna
RB_genus113	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Clavibacter
RB_genus114	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Cryobacterium
RB_genus115	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium
RB_genus116	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Frondihabitans
RB_genus117	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Gryllotalpicola
RB_genus118	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Herbiconiux
RB_genus119	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia
RB_genus120	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter
RB_genus121	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas
RB_genus122	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Marisediminicola
RB_genus123	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
RB_genus124	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microcella
RB_genus125	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA
RB_genus126	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter
RB_genus127	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella
RB_genus128	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter
RB_genus129	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Auritidibacter
RB_genus130	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Citricoccus
RB_genus131	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria
