Name	Taxonomy in SILVA v123
RB_genus363	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella
RB_genus364	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;NA
RB_genus365	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Phaeodactylibacter
RB_genus366	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter
RB_genus367	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
RB_genus368	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA
RB_genus369	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Nubsella
RB_genus370	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter
RB_genus371	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
RB_genus372	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea
RB_genus373	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
RB_genus374	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;WCHB1-69;NA
RB_genus375	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;env.OPS_17;NA
RB_genus376	Bacteria;Bacteroidetes;WCHB1-32;NA;NA;NA
RB_genus377	Bacteria;CKC4;NA;NA;NA;NA
RB_genus378	Bacteria;Candidate_division_OP3;NA;NA;NA;NA
RB_genus379	Bacteria;Candidate_division_SR1;NA;NA;NA;NA
RB_genus380	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia
RB_genus381	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiales_Incertae_Sedis;Criblamydia
RB_genus382	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;NA;NA
RB_genus383	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia
RB_genus384	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;NA
RB_genus385	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia
RB_genus386	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus_Fritschea
RB_genus387	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;NA
RB_genus388	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Simkania
RB_genus389	Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56;NA
RB_genus390	Bacteria;Chlorobi;Chlorobia;Chlorobiales;SJA-28;NA
RB_genus391	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;NA
RB_genus392	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;NA;NA
RB_genus393	Bacteria;Chlorobi;NA;NA;NA;NA
RB_genus394	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea
RB_genus395	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea
RB_genus396	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA
RB_genus397	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea
RB_genus398	Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;NA;NA
RB_genus399	Bacteria;Chloroflexi;Ardenticatenia;NA;NA;NA
RB_genus400	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA
RB_genus401	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Candidatus_Chloroploca
RB_genus402	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloronema
RB_genus403	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA
RB_genus404	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus
RB_genus405	Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon
RB_genus406	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;NA
RB_genus407	Bacteria;Chloroflexi;Gitt-GS-136;NA;NA;NA
RB_genus408	Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA
RB_genus409	Bacteria;Chloroflexi;JG37-AG-4;NA;NA;NA
RB_genus410	Bacteria;Chloroflexi;KD4-96;NA;NA;NA
RB_genus411	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;NA;NA
RB_genus412	Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA
RB_genus413	Bacteria;Chloroflexi;NA;NA;NA;NA
RB_genus414	Bacteria;Chloroflexi;P2-11E;NA;NA;NA
RB_genus415	Bacteria;Chloroflexi;S085;NA;NA;NA
RB_genus416	Bacteria;Chloroflexi;SAR202_clade;NA;NA;NA
RB_genus417	Bacteria;Chloroflexi;TK10;NA;NA;NA
RB_genus418	Bacteria;Chloroflexi;Thermomicrobia;AKYG1722;NA;NA
RB_genus419	Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;NA;NA
RB_genus420	Bacteria;Chloroflexi;Thermomicrobia;NA;NA;NA
RB_genus421	Bacteria;Cloacimonetes;LNR_A2-18;NA;NA;NA
RB_genus422	Bacteria;Cyanobacteria;Chloroplast;NA;NA;NA
RB_genus423	Bacteria;Cyanobacteria;Cyanobacteria;NA;NA;NA
RB_genus424	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Cyanobium
RB_genus425	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Merismopedia
RB_genus426	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Microcystis
RB_genus427	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;NA
RB_genus428	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus
RB_genus429	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyII;Chroococcidiopsis
RB_genus430	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyII;Pleurocapsa
RB_genus431	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Aerosakkonema
RB_genus432	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Leptolyngbya
RB_genus433	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Microcoleus
RB_genus434	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;NA
RB_genus435	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Oscillatoria
RB_genus436	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Pseudanabaena
RB_genus437	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Spirulina
RB_genus438	Bacteria;Cyanobacteria;ML635J-21;NA;NA;NA
RB_genus439	Bacteria;Cyanobacteria;Melainabacteria;Caenarcaniphilales;NA;NA
RB_genus440	Bacteria;Cyanobacteria;Melainabacteria;Gastranaerophilales;NA;NA
RB_genus441	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;NA;NA
RB_genus442	Bacteria;Cyanobacteria;Melainabacteria;Vampirovibrionales;NA;NA
RB_genus443	Bacteria;Cyanobacteria;NA;NA;NA;NA
RB_genus444	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum
RB_genus445	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinobacterium
RB_genus446	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
RB_genus447	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;NA
RB_genus448	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera
RB_genus449	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus
RB_genus450	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
RB_genus451	Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium
RB_genus452	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IIb;NA;NA
RB_genus453	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IV;NA;NA
RB_genus454	Bacteria;Elusimicrobia;Elusimicrobia;Lineage_I_(Endomicrobia);NA;NA
RB_genus455	Bacteria;Elusimicrobia;Elusimicrobia;NA;NA;NA
RB_genus456	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter
RB_genus457	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;NA
RB_genus458	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
RB_genus459	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA
RB_genus460	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
RB_genus461	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus
RB_genus462	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus
RB_genus463	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
RB_genus464	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus
RB_genus465	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus
RB_genus466	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halolactibacillus
RB_genus467	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus
RB_genus468	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA
RB_genus469	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus
RB_genus470	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paraliobacillus
RB_genus471	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paucisalibacillus
RB_genus472	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus
RB_genus473	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ureibacillus
RB_genus474	Bacteria;Firmicutes;Bacilli;Bacillales;Family_X;Thermicanus
RB_genus475	Bacteria;Firmicutes;Bacilli;Bacillales;Family_XI;Gemella
RB_genus476	Bacteria;Firmicutes;Bacilli;Bacillales;Family_XII;Exiguobacterium
RB_genus477	Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
RB_genus478	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
RB_genus479	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
RB_genus480	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
RB_genus481	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus
RB_genus482	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus
RB_genus483	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium
RB_genus484	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus
RB_genus485	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA
RB_genus486	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus
RB_genus487	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina
RB_genus488	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus
RB_genus489	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Aliicoccus
RB_genus490	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus
RB_genus491	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus
RB_genus492	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;NA
RB_genus493	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Nosocomiicoccus
RB_genus494	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
RB_genus495	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Kroppenstedtia
RB_genus496	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella
RB_genus497	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum
RB_genus498	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces
RB_genus499	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia
RB_genus500	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
RB_genus501	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Eremococcus
RB_genus502	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia
RB_genus503	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Globicatella
RB_genus504	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Ignavigranum
RB_genus505	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;NA
RB_genus506	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
RB_genus507	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus
RB_genus508	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
RB_genus509	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Desemzia
RB_genus510	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
RB_genus511	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella
RB_genus512	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus
RB_genus513	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA
RB_genus514	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus
RB_genus515	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Catellicoccus
RB_genus516	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
RB_genus517	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA
RB_genus518	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus
RB_genus519	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
RB_genus520	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA
RB_genus521	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
RB_genus522	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus
RB_genus523	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
RB_genus524	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus
RB_genus525	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
RB_genus526	Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
RB_genus527	Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392;NA
RB_genus528	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
RB_genus529	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;NA
RB_genus530	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
RB_genus531	Bacteria;Firmicutes;Bacilli;NA;NA;NA
RB_genus532	Bacteria;Firmicutes;Bacilli;RS-F29;NA;NA
RB_genus533	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Catabacter
RB_genus534	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella
RB_genus535	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae_R-7_group
RB_genus536	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;NA
RB_genus537	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Candidatus_Arthromitus
RB_genus538	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1
RB_genus539	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_10
RB_genus540	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_12
RB_genus541	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_13
RB_genus542	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_18
RB_genus543	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_2
RB_genus544	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_3
RB_genus545	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_5
RB_genus546	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_7
RB_genus547	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_8
RB_genus548	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Fonticella
RB_genus549	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;NA
RB_genus550	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Oxobacter
RB_genus551	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Proteiniclasticum
RB_genus552	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Sarcina
RB_genus553	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Thermobrachium
RB_genus554	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_vadinBB60_group;NA
RB_genus555	Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitaleaceae_UCG-011
RB_genus556	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium
RB_genus557	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis
RB_genus558	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium
RB_genus559	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA
RB_genus560	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Pseudoramibacter
RB_genus561	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Anaerococcus
RB_genus562	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Ezakiella
RB_genus563	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Finegoldia
RB_genus564	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Gallicola
RB_genus565	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Helcococcus
RB_genus566	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Murdochiella
RB_genus567	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;NA
RB_genus568	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Parvimonas
RB_genus569	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Peptoniphilus
RB_genus570	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Sedimentibacter
RB_genus571	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Tepidimicrobium
RB_genus572	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XI;Tissierella
RB_genus573	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Acidaminobacter
RB_genus574	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Fusibacter
RB_genus575	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Guggenheimella
RB_genus576	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Anaerovorax
RB_genus577	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Family_XIII_AD3011_group
RB_genus578	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Family_XIII_UCG-001
RB_genus579	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Incertae_Sedis
RB_genus580	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Mogibacterium
RB_genus581	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;NA
RB_genus582	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;[Eubacterium]_brachy_group
RB_genus583	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;[Eubacterium]_nodatum_group
RB_genus584	Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Lutispora
RB_genus585	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor
RB_genus586	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetitomaculum
RB_genus587	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter
RB_genus588	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
RB_genus589	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
RB_genus590	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio
RB_genus591	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio_2
RB_genus592	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella
RB_genus593	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum
RB_genus594	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus_1
RB_genus595	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus_2
RB_genus596	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus_3
RB_genus597	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
RB_genus598	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella
RB_genus599	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter
RB_genus600	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Howardella
RB_genus601	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hungatella
RB_genus602	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis
RB_genus603	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Johnsonella
RB_genus604	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoanaerobaculum
RB_genus605	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium
RB_genus606	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium_10
RB_genus607	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium_5
RB_genus608	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira
RB_genus609	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_AC2044_group
RB_genus610	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_FCS020_group
RB_genus611	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_FE2018_group
RB_genus612	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NC2004_group
RB_genus613	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_ND3007_group
RB_genus614	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK3A20_group
RB_genus615	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
RB_genus616	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-001
RB_genus617	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-002
RB_genus618	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-003
RB_genus619	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-004
RB_genus620	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-005
RB_genus621	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-008
RB_genus622	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-010
RB_genus623	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lactonifactor
RB_genus624	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia
RB_genus625	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Moryella
RB_genus626	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA
RB_genus627	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium
RB_genus628	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio
RB_genus629	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
RB_genus630	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia
RB_genus631	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Stomatobaculum
RB_genus632	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus
RB_genus633	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella
RB_genus634	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella_3
RB_genus635	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella_4
RB_genus636	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium]_hallii_group
RB_genus637	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium]_ruminantium_group
RB_genus638	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium]_ventriosum_group
RB_genus639	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus]_gauvreauii_group
